TransactionID,CustomerType,ProductCategory,Product,Quantity,PricePerUnit,TotalAmount,PaymentMethod,StoreLocation,Date,WeatherCondition,TrafficStatus,StoreMusicPlaying,EmployeeOnDuty,NearbyEvents
TX04571,Member,Meat & Seafood,Chicken Breast,5.0,,3436.85,Credit Card,Pokhara,2024-07-09 10:00:00,Windy,Moderate,No Music,Sarah,Festival
TX04572,Member,Toys & Games,Frisbee,1.0,1707.49,1707.49,Debit Card,Pokhara,2024-07-09 11:00:00,Sunny,Moderate,Pop,Emily,Political Rally
TX04573,Regular,Meat & Seafood,Pork Chops,4.0,498.69,1994.76,Credit Card,Chitwan,2024-07-09 12:00:00,Cloudy,,Pop,,Political Rally
TX04574,Regular,Clothing,Scarf,5.0,1494.29,7471.45,Debit Card,Bhairahawa,2024-07-09 13:00:00,Sunny,Heavy,Rock,John,Sports Event
TX04575,Regular,Clothing,Jacket,1.0,1066.33,1066.33,Debit Card,Bhairahawa,2024-07-09 14:00:00,Windy,Light,Jazz,Michael,Concert
TX04576,Member,Snacks,Popcorn,4.0,1216.89,4867.56,Debit Card,Chitwan,2024-07-09 15:00:00,Windy,Light,Jazz,Emily,Political Rally
TX04577,,Household Items,Dustpan,2.0,954.8,1909.6,Cash,Biratnagar,,Windy,,Pop,John,None
TX04578,Regular,Meat & Seafood,Beef Steak,3.0,1046.21,3138.63,Mobile Payment,Pokhara,2024-07-09 17:00:00,Windy,Light,Classical,Sarah,Sports Event
TX04579,Member,Snacks,Cookies,,1798.64,1798.64,Cash,Chitwan,2024-07-09 18:00:00,Snowy,Moderate,Jazz,Michael,Political Rally
TX04580,Guest,Bakery,Bagel,3.0,828.26,2484.7799999999997,Debit Card,Chitwan,2024-07-09 19:00:00,Rainy,Heavy,Jazz,Michael,None
TX04581,Regular,Frozen Foods,Frozen Soup,4.0,1530.68,6122.72,Debit Card,Chitwan,2024-07-09 20:00:00,Snowy,Moderate,Pop,Sarah,Festival
TX04582,,Dairy Products,Paneer,1.0,1558.01,,Credit Card,Bhairahawa,,Cloudy,Moderate,No Music,Emily,Concert
TX04583,Regular,Frozen Foods,Frozen Vegetables,5.0,261.66,1308.3000000000002,Mobile Payment,Chitwan,,Sunny,Moderate,Pop,David,Sports Event
TX04584,Regular,,Spinach,3.0,,5032.11,Cash,Kathmandu,2024-07-09 23:00:00,,Light,Rock,Michael,Festival
TX04585,Guest,Bakery,Muffin,5.0,343.64,1718.1999999999998,Cash,,2024-07-10 00:00:00,Cloudy,Heavy,Pop,John,Sports Event
TX04586,Guest,Toys & Games,Toy Car,2.0,318.74,637.48,Debit Card,Bhairahawa,2024-07-10 01:00:00,Sunny,Moderate,Pop,John,None
TX04587,Member,Household Items,Mop,3.0,662.77,1988.31,Debit Card,Biratnagar,,Cloudy,Light,Classical,Michael,Sports Event
TX04588,Regular,Stationery,Notebook,5.0,797.62,3988.1,Debit Card,Biratnagar,2024-07-10 03:00:00,Sunny,,No Music,David,Political Rally
TX04589,Guest,Personal Care,Shampoo,1.0,433.59,433.59,Debit Card,Kathmandu,2024-07-10 04:00:00,Snowy,Light,No Music,Sarah,Concert
TX04590,Regular,Beverages,Coffee,3.0,1087.45,3262.3500000000004,Debit Card,Bhairahawa,2024-07-10 05:00:00,Snowy,Moderate,No Music,Sarah,Festival
TX04591,Regular,Snacks,Crackers,3.0,772.99,2318.9700000000003,Mobile Payment,Biratnagar,2024-07-10 06:00:00,Snowy,Moderate,Pop,Michael,Festival
TX04592,Regular,Toys & Games,Toy Car,2.0,1691.74,3383.48,Debit Card,,2024-07-10 07:00:00,Rainy,Light,Pop,John,None
TX04593,Guest,Electronics,Television,3.0,806.82,2420.46,Mobile Payment,Bhairahawa,2024-07-10 08:00:00,Rainy,Light,Jazz,John,Political Rally
TX04594,Regular,Frozen Foods,Frozen Waffles,5.0,1646.39,8231.95,,Chitwan,,Windy,Moderate,Classical,John,Concert
TX04595,Regular,Sports & Fitness,Tennis Racket,3.0,1946.08,5838.24,Mobile Payment,Bhairahawa,2024-07-10 10:00:00,Cloudy,Light,Rock,David,Festival
TX04596,Member,Personal Care,Toothbrush,1.0,1547.77,1547.77,Debit Card,Chitwan,2024-07-10 11:00:00,Snowy,Light,No Music,David,Festival
TX04597,Regular,Stationery,Marker,1.0,1512.41,1512.41,Mobile Payment,Bhairahawa,2024-07-10 12:00:00,Rainy,Moderate,Pop,Michael,None
TX04598,Regular,Snacks,Popcorn,4.0,1591.33,,Mobile Payment,Bhairahawa,2024-07-10 13:00:00,Sunny,Heavy,Jazz,John,Political Rally
TX04599,Guest,Bakery,Bagel,2.0,1129.79,2259.58,Credit Card,Biratnagar,2024-07-10 14:00:00,Rainy,Heavy,Classical,Emily,Concert
TX04600,Guest,Personal Care,Toothbrush,5.0,1744.99,8724.95,Debit Card,Pokhara,2024-07-10 15:00:00,Cloudy,Light,,Sarah,None
TX04601,Regular,Fresh Produce,Tomato,4.0,1202.28,4809.12,Debit Card,Biratnagar,2024-07-10 16:00:00,Cloudy,Heavy,Pop,Emily,Sports Event
TX04602,Guest,Electronics,Charger,5.0,1433.35,7166.75,Cash,Kathmandu,2024-07-10 17:00:00,Rainy,Moderate,Pop,Emily,Sports Event
TX04603,Guest,Frozen Foods,Ice Cream,3.0,1686.01,5058.03,Cash,Chitwan,2024-07-10 18:00:00,Snowy,Moderate,Jazz,Emily,Festival
TX04604,,Stationery,Marker,4.0,1326.46,5305.84,Cash,Pokhara,2024-07-10 19:00:00,Windy,Light,Classical,Michael,Political Rally
TX04605,Guest,Frozen Foods,Ice Cream,5.0,962.77,4813.85,Cash,Bhairahawa,2024-07-10 20:00:00,Cloudy,Light,Rock,David,Festival
TX04606,Regular,Electronics,Laptop,4.0,1874.48,7497.92,Cash,Biratnagar,2024-07-10 21:00:00,Rainy,Heavy,Pop,David,Festival
TX04607,Member,Electronics,Laptop,3.0,941.73,2825.19,Credit Card,Biratnagar,2024-07-10 22:00:00,Snowy,Light,Pop,Emily,Sports Event
TX04608,Guest,Snacks,Nuts,,1206.96,1206.96,,Kathmandu,2024-07-10 23:00:00,Cloudy,Moderate,,Emily,Sports Event
TX04609,Regular,Clothing,Dress,3.0,1898.91,5696.7300000000005,Debit Card,Kathmandu,2024-07-11 00:00:00,Snowy,Heavy,Classical,Michael,Concert
TX04610,Regular,Electronics,Bluetooth Speaker,5.0,463.19,,Cash,Chitwan,2024-07-11 01:00:00,Snowy,Heavy,Classical,Emily,Concert
TX04611,Guest,Meat & Seafood,Beef Steak,2.0,1393.0,2786.0,Mobile Payment,Biratnagar,2024-07-11 02:00:00,Windy,Heavy,Rock,Emily,Sports Event
TX04612,Guest,Fresh Produce,Apple,1.0,1285.33,1285.33,Debit Card,Chitwan,2024-07-11 03:00:00,Windy,Moderate,,Sarah,Political Rally
TX04613,Member,Fresh Produce,Carrot,2.0,1775.84,,Debit Card,Kathmandu,2024-07-11 04:00:00,Snowy,Heavy,Rock,Sarah,
TX04614,Regular,Dairy Products,Whipping Cream,5.0,183.11,915.5500000000001,Mobile Payment,Bhairahawa,2024-07-11 05:00:00,Cloudy,Moderate,Pop,David,Festival
TX04615,Member,Electronics,Camera,4.0,1525.36,,Cash,Pokhara,,Sunny,Moderate,Jazz,Sarah,Concert
TX04616,Regular,Personal Care,Face Wash,1.0,820.9,820.9,Debit Card,Chitwan,2024-07-11 07:00:00,Sunny,Light,Pop,David,Concert
TX04617,,Frozen Foods,,5.0,1815.6,9078.0,Credit Card,Pokhara,2024-07-11 08:00:00,Windy,Light,No Music,Michael,Political Rally
TX04618,Member,Clothing,Shirt,1.0,1895.16,1895.16,,Pokhara,2024-07-11 09:00:00,Snowy,Heavy,Pop,Michael,
TX04619,Regular,Household Items,Dustpan,4.0,463.7,1854.8,Credit Card,Chitwan,2024-07-11 10:00:00,Sunny,Heavy,Jazz,Michael,Sports Event
TX04620,Regular,Electronics,Camera,1.0,1595.04,1595.04,Cash,Bhairahawa,2024-07-11 11:00:00,Cloudy,Light,Pop,Michael,Festival
TX04621,Guest,Household Items,,3.0,1235.5,3706.5,Mobile Payment,Biratnagar,2024-07-11 12:00:00,Snowy,Moderate,Pop,Sarah,Concert
TX04622,Member,Frozen Foods,Frozen Meat,1.0,error,N/A,Mobile Payment,Biratnagar,2024-07-11 13:00:00,Cloudy,Light,Classical,Sarah,Sports Event
TX04623,Member,Clothing,Socks,1.0,983.67,983.67,Cash,Chitwan,2024-07-11 14:00:00,Snowy,Moderate,Classical,Sarah,None
TX04624,Regular,Bakery,Cupcake,,170.73,170.73,Mobile Payment,,2024-07-11 15:00:00,Rainy,Heavy,Classical,John,Concert
TX04625,Regular,Household Items,Dustpan,4.0,1781.32,7125.28,Mobile Payment,,2024-07-11 16:00:00,Snowy,Light,Jazz,David,Festival
TX04626,Guest,Personal Care,Cotton Swabs,4.0,,871.6,Mobile Payment,Bhairahawa,2024-07-11 17:00:00,Snowy,Light,Pop,John,Sports Event
TX04627,Member,Bakery,Pastry,5.0,481.26,2406.3,Credit Card,Biratnagar,2024-07-11 18:00:00,Sunny,Heavy,No Music,,Concert
TX04628,Guest,Toys & Games,Action Figure,2.0,1584.22,3168.44,Mobile Payment,Biratnagar,2024-07-11 19:00:00,Snowy,Light,Rock,David,Concert
TX04629,Guest,Frozen Foods,French Fries,5.0,1032.07,5160.349999999999,Debit Card,Kathmandu,2024-07-11 20:00:00,Cloudy,Moderate,Jazz,Sarah,Political Rally
TX04630,Regular,Meat & Seafood,Fish Fillet,3.0,,2863.77,Credit Card,Biratnagar,2024-07-11 21:00:00,Rainy,Light,Rock,Michael,Sports Event
TX04631,Regular,Dairy Products,Cream,2.0,932.3,1864.6,Cash,Chitwan,2024-07-11 22:00:00,Cloudy,Light,Jazz,David,Sports Event
TX04632,Member,,Whipping Cream,4.0,940.98,3763.92,Debit Card,Pokhara,2024-07-11 23:00:00,,Moderate,Pop,Emily,Sports Event
TX04633,Member,Dairy Products,Buttermilk,3.0,169.88,509.64,Credit Card,Pokhara,2024-07-12 00:00:00,Cloudy,Moderate,Classical,Michael,Sports Event
TX04634,Member,Stationery,Pencil,1.0,777.43,777.43,Cash,Bhairahawa,2024-07-12 01:00:00,Sunny,Light,Jazz,,None
TX04635,Guest,,Ruler,4.0,961.08,3844.32,Cash,Bhairahawa,2024-07-12 02:00:00,,Light,Classical,Sarah,Political Rally
TX04636,Regular,Personal Care,Deodorant,3.0,921.11,,,Chitwan,2024-07-12 03:00:00,Cloudy,Moderate,Rock,David,Sports Event
TX04637,Member,Bakery,Bagel,2.0,1523.22,3046.44,Cash,Biratnagar,2024-07-12 04:00:00,Snowy,Moderate,,Sarah,Sports Event
TX04638,Guest,Toys & Games,Toy Car,4.0,1118.04,4472.16,Cash,Chitwan,2024-07-12 05:00:00,Windy,Heavy,Classical,John,Concert
TX04639,Member,Electronics,Charger,4.0,572.39,2289.56,,Kathmandu,2024-07-12 06:00:00,Snowy,Heavy,Jazz,Sarah,Concert
TX04640,Regular,Meat & Seafood,Beef Steak,4.0,893.83,3575.32,Cash,Chitwan,2024-07-12 07:00:00,Snowy,Light,Jazz,Sarah,Political Rally
TX04641,Regular,,,2.0,527.01,1054.02,Credit Card,Biratnagar,2024-07-12 08:00:00,,Heavy,Rock,Michael,Festival
TX04642,Regular,Frozen Foods,Frozen Berries,2.0,808.6,1617.2,Cash,Bhairahawa,,Sunny,Light,Jazz,John,Festival
TX04643,Guest,Fresh Produce,Onion,2.0,1809.49,3618.98,Cash,Biratnagar,2024-07-12 10:00:00,Cloudy,Light,Pop,John,None
TX04644,Member,Beverages,Wine,3.0,1270.89,3812.67,Credit Card,Chitwan,2024-07-12 11:00:00,Windy,Moderate,Jazz,Michael,Festival
TX04645,Member,,Turkey,1.0,433.67,433.67,Cash,Pokhara,2024-07-12 12:00:00,,Moderate,No Music,David,Festival
TX04646,Regular,Bakery,Cake,4.0,686.86,2747.44,Debit Card,Bhairahawa,2024-07-12 13:00:00,Cloudy,Heavy,Rock,Michael,Concert
TX04647,Guest,Electronics,Laptop,2.0,241.14,482.28,Credit Card,Kathmandu,2024-07-12 14:00:00,Snowy,,Pop,David,None
TX04648,Member,Snacks,Pretzels,5.0,1655.01,8275.05,Cash,Kathmandu,2024-07-12 15:00:00,Windy,Moderate,,John,Festival
TX04649,Guest,Sports & Fitness,Hockey Stick,5.0,153.93,769.6500000000001,Mobile Payment,Pokhara,2024-07-12 16:00:00,Sunny,Heavy,Pop,,Political Rally
TX04650,Guest,Snacks,Chocolate,3.0,1767.79,5303.37,Mobile Payment,Kathmandu,2024-07-12 17:00:00,Sunny,,Pop,John,Concert
TX04651,Guest,Snacks,Granola Bars,3.0,1047.03,3141.09,Cash,Bhairahawa,2024-07-12 18:00:00,Cloudy,Moderate,Jazz,David,
TX04652,Member,Grocery,Sugar,5.0,803.05,4015.25,Debit Card,Bhairahawa,2024-07-12 19:00:00,Rainy,Heavy,Pop,David,Festival
TX04653,,,Skipping Rope,1.0,1511.09,1511.09,Credit Card,Chitwan,2024-07-12 20:00:00,,Light,Rock,Sarah,None
TX04654,Regular,Meat & Seafood,Turkey,4.0,299.49,1197.96,Debit Card,Biratnagar,2024-07-12 21:00:00,Windy,Light,Jazz,Sarah,Sports Event
TX04655,,Grocery,Flour,1.0,917.85,917.85,Debit Card,Kathmandu,2024-07-12 22:00:00,Cloudy,Light,No Music,Michael,Political Rally
TX04656,Regular,Stationery,Stapler,3.0,135.27,405.81000000000006,Cash,Chitwan,2024-07-12 23:00:00,Rainy,Moderate,Jazz,Sarah,None
TX04657,Regular,Fresh Produce,Apple,2.0,1414.99,2829.98,Credit Card,Chitwan,2024-07-13 00:00:00,Cloudy,Moderate,No Music,Michael,Sports Event
TX04658,Member,Household Items,Dustpan,4.0,1456.71,5826.84,Credit Card,Kathmandu,2024-07-13 01:00:00,Windy,Light,No Music,John,None
TX04659,Regular,Stationery,Ruler,1.0,895.37,895.37,Debit Card,Kathmandu,2024-07-13 02:00:00,Rainy,Heavy,Pop,John,None
TX04660,Member,Beverages,Soda,3.0,1884.91,5654.7300000000005,Cash,Biratnagar,2024-07-13 03:00:00,Rainy,Light,Rock,Emily,None
TX04661,Guest,Clothing,Trousers,1.0,123.76,123.76,Credit Card,Pokhara,2024-07-13 04:00:00,Sunny,Heavy,Classical,David,Political Rally
TX04662,Member,Beverages,Energy Drink,5.0,199.88,,Credit Card,,2024-07-13 05:00:00,Rainy,Light,No Music,Emily,None
TX04663,Guest,Household Items,,5.0,1761.06,8805.3,Mobile Payment,Chitwan,2024-07-13 06:00:00,Windy,Moderate,Rock,John,None
TX04664,Guest,Beverages,Mineral Water,2.0,480.97,961.94,Cash,Pokhara,,Cloudy,Moderate,Jazz,Emily,None
TX04665,Guest,Frozen Foods,Frozen Soup,5.0,1668.55,8342.75,Debit Card,Bhairahawa,2024-07-13 08:00:00,Snowy,Heavy,No Music,Michael,Political Rally
TX04666,Regular,Toys & Games,Lego Set,1.0,1445.0,1445.0,Credit Card,,2024-07-13 09:00:00,Windy,Moderate,Classical,Emily,Sports Event
TX04667,Guest,Stationery,Glue Stick,4.0,1724.48,6897.92,Cash,Bhairahawa,2024-07-13 10:00:00,Windy,Light,Jazz,Michael,None
TX04668,Regular,Toys & Games,Stuffed Animal,2.0,1665.33,3330.66,,Chitwan,2024-07-13 11:00:00,Rainy,Light,Rock,Emily,Political Rally
TX04669,Regular,,Cotton Swabs,4.0,1056.46,4225.84,Cash,Bhairahawa,2024-07-13 12:00:00,,Heavy,Pop,John,Sports Event
TX04670,Member,Electronics,Headphones,1.0,1607.79,1607.79,Mobile Payment,Kathmandu,2024-07-13 13:00:00,Rainy,Moderate,No Music,Michael,Political Rally
TX04671,Guest,Toys & Games,,2.0,1651.87,3303.74,Credit Card,Chitwan,2024-07-13 14:00:00,Windy,Heavy,No Music,Sarah,Political Rally
TX04672,Member,Clothing,Scarf,5.0,532.79,,Debit Card,Bhairahawa,2024-07-13 15:00:00,Windy,Moderate,Pop,Michael,Sports Event
TX04673,Member,Snacks,Cookies,4.0,1670.43,6681.72,Debit Card,Biratnagar,2024-07-13 16:00:00,Cloudy,Light,No Music,,Sports Event
TX04674,,Stationery,Notebook,4.0,253.9,1015.6,Credit Card,Bhairahawa,2024-07-13 17:00:00,Windy,Heavy,Classical,Michael,None
TX04675,Member,Stationery,Pencil,2.0,106.6,213.2,Cash,Chitwan,2024-07-13 18:00:00,Windy,Moderate,Jazz,Sarah,None
TX04676,Regular,Grocery,Spices,2.0,633.17,1266.34,Cash,Chitwan,2024-07-13 19:00:00,Rainy,Heavy,Pop,David,None
TX04677,Member,Snacks,Chips,5.0,703.61,,Debit Card,Kathmandu,2024-07-13 20:00:00,Windy,Heavy,No Music,Sarah,Festival
TX04678,Member,Stationery,Ruler,3.0,613.75,1841.25,Debit Card,Biratnagar,2024-07-13 21:00:00,Windy,Moderate,Rock,Sarah,Festival
TX04679,Regular,Dairy Products,Yogurt,4.0,1389.69,5558.76,Debit Card,Pokhara,2024-07-13 22:00:00,Snowy,Light,No Music,Sarah,None
TX04680,Guest,Meat & Seafood,Beef Steak,3.0,1755.74,5267.22,Mobile Payment,Chitwan,2024-07-13 23:00:00,Sunny,Moderate,Classical,David,Concert
TX04681,Guest,Electronics,Headphones,4.0,1187.0,4748.0,Cash,,2024-07-14 00:00:00,Cloudy,Heavy,Jazz,Sarah,Festival
TX04682,Member,Electronics,Power Bank,3.0,750.29,2250.87,Mobile Payment,Chitwan,2024-07-14 01:00:00,Cloudy,Heavy,,Michael,Concert
TX04683,Guest,Clothing,Socks,2.0,592.89,1185.78,Mobile Payment,Chitwan,2024-07-14 02:00:00,Rainy,Moderate,Pop,John,Sports Event
TX04684,Member,Clothing,Jacket,2.0,949.17,1898.34,Debit Card,,2024-07-14 03:00:00,Cloudy,Light,Classical,,Political Rally
TX04685,Guest,Stationery,,4.0,1490.29,5961.16,Cash,Chitwan,2024-07-14 04:00:00,Cloudy,Heavy,No Music,Sarah,Festival
TX04686,Guest,Stationery,Marker,4.0,211.24,844.96,Debit Card,Kathmandu,,Windy,Moderate,No Music,John,None
TX04687,Guest,Personal Care,Shampoo,4.0,1430.23,5720.92,Cash,Chitwan,2024-07-14 06:00:00,Cloudy,Moderate,Rock,Sarah,Political Rally
TX04688,Regular,Snacks,Cookies,3.0,645.06,1935.1799999999998,Debit Card,Biratnagar,,Cloudy,Moderate,Rock,Emily,None
TX04689,Guest,Stationery,Pencil,423.0,1760.4,744649.2000000001,Mobile Payment,Bhairahawa,2024-07-14 08:00:00,Cloudy,Moderate,Pop,John,Festival
TX04690,Member,Beverages,Mineral Water,3.0,998.65,2995.95,Credit Card,Kathmandu,2024-07-14 09:00:00,Cloudy,Heavy,No Music,Michael,Festival
TX04691,Member,Grocery,Flour,2.0,906.36,1812.72,Mobile Payment,Pokhara,2024-07-14 10:00:00,Windy,Moderate,,Sarah,Concert
TX04692,Member,Stationery,Stapler,,1481.93,7409.650000000001,,Biratnagar,2024-07-14 11:00:00,Snowy,Light,No Music,John,Political Rally
TX04693,Member,Stationery,Glue Stick,1.0,1934.08,1934.08,Credit Card,Chitwan,2024-07-14 12:00:00,Rainy,Heavy,Jazz,,Political Rally
TX04694,Regular,Personal Care,Cotton Swabs,3.0,1860.82,5582.46,Credit Card,Pokhara,2024-07-14 13:00:00,Snowy,Light,Classical,Sarah,Sports Event
TX04695,Member,Personal Care,Hair Gel,2.0,761.04,1522.08,Credit Card,Biratnagar,2024-07-14 14:00:00,Snowy,Light,Classical,John,Festival
TX04696,Member,Dairy Products,Paneer,,953.71,,Debit Card,Kathmandu,2024-07-14 15:00:00,Cloudy,Heavy,Jazz,Emily,Political Rally
TX04697,Member,Electronics,Smartwatch,5.0,406.25,2031.25,Credit Card,Bhairahawa,2024-07-14 16:00:00,Cloudy,Heavy,Rock,John,Political Rally
TX04698,Regular,Stationery,Eraser,4.0,1707.42,6829.68,Credit Card,Chitwan,2024-07-14 17:00:00,Windy,Heavy,Jazz,Michael,
TX04699,Member,Meat & Seafood,Fish Fillet,2.0,287.35,574.7,Credit Card,Kathmandu,2024-07-14 18:00:00,Windy,Moderate,Pop,John,Festival
TX04700,Regular,Electronics,Power Bank,2.0,104.39,208.78,Mobile Payment,Biratnagar,2024-07-14 19:00:00,Windy,Heavy,No Music,David,Political Rally
TX04701,Guest,Snacks,Popcorn,5.0,812.4,4062.0,Debit Card,Kathmandu,2024-07-14 20:00:00,Windy,Light,,Michael,
TX04702,Guest,Frozen Foods,Frozen Berries,4.0,258.4,1033.6,Debit Card,Kathmandu,2024-07-14 21:00:00,Snowy,Heavy,No Music,Michael,Concert
TX04703,Member,Grocery,Tea,1.0,1399.63,1399.63,Cash,Biratnagar,,Sunny,,Jazz,John,Sports Event
TX04704,Member,Frozen Foods,Frozen Vegetables,4.0,362.55,1450.2,Debit Card,Kathmandu,2024-07-14 23:00:00,Sunny,Heavy,Rock,Sarah,Festival
TX04705,Guest,Snacks,Chips,5.0,796.01,3980.05,Credit Card,Biratnagar,2024-07-15 00:00:00,Windy,Heavy,Classical,John,Political Rally
TX04706,Guest,,Cabbage,5.0,1583.38,7916.900000000001,Cash,Chitwan,2024-07-15 01:00:00,,Moderate,Classical,Michael,None
TX04707,Member,Clothing,Jeans,4.0,596.1,2384.4,Debit Card,Kathmandu,2024-07-15 02:00:00,Windy,Heavy,Pop,David,None
TX04708,Member,Meat & Seafood,Turkey,3.0,652.53,1957.59,Cash,Biratnagar,2024-07-15 03:00:00,Sunny,Moderate,Classical,Michael,Political Rally
TX04709,Member,Frozen Foods,French Fries,5.0,663.54,3317.7,Cash,Biratnagar,2024-07-15 04:00:00,Cloudy,Moderate,No Music,David,Festival
TX04710,Member,Dairy Products,Butter,4.0,951.67,3806.68,Credit Card,Kathmandu,2024-07-15 05:00:00,Sunny,Heavy,Pop,,Festival
TX04711,Regular,Grocery,Flour,4.0,1675.34,6701.36,Mobile Payment,Bhairahawa,2024-07-15 06:00:00,Windy,Light,Rock,Sarah,Political Rally
TX04712,Guest,Bakery,,2.0,,1602.44,Cash,Biratnagar,2024-07-15 07:00:00,Snowy,Light,Pop,Emily,Concert
TX04713,Guest,Clothing,Shirt,5.0,1303.33,6516.65,Debit Card,Kathmandu,2024-07-15 08:00:00,Snowy,,Rock,Emily,
TX04714,Member,Frozen Foods,Frozen Pizza,4.0,158.87,635.48,Cash,,2024-07-15 09:00:00,Cloudy,Heavy,,John,Sports Event
TX04715,Guest,Snacks,Popcorn,2.0,573.31,1146.62,Credit Card,Chitwan,2024-07-15 10:00:00,Snowy,Moderate,Classical,Michael,Concert
TX04716,Regular,Beverages,Juice,4.0,1379.78,5519.12,Credit Card,Chitwan,2024-07-15 11:00:00,Cloudy,Light,Rock,John,None
TX04717,Regular,,Chips,3.0,1380.23,4140.6900000000005,Credit Card,,2024-07-15 12:00:00,,Moderate,Classical,,Political Rally
TX04718,Regular,Personal Care,Hair Gel,4.0,1001.23,4004.92,Debit Card,Kathmandu,2024-07-15 13:00:00,Cloudy,Light,Rock,Michael,Festival
TX04719,Regular,Bakery,Bagel,5.0,1592.19,7960.950000000001,Debit Card,Biratnagar,2024-07-15 14:00:00,Windy,Light,Jazz,Sarah,Festival
TX04720,Regular,Dairy Products,Cream,2.0,1474.57,2949.14,Credit Card,Kathmandu,2024-07-15 15:00:00,Snowy,Heavy,Rock,David,Festival
TX04721,Member,Toys & Games,Board Game,1.0,417.79,417.79,Debit Card,Kathmandu,2024-07-15 16:00:00,Cloudy,,Pop,Emily,None
TX04722,Regular,Bakery,Bagel,1.0,894.66,894.66,Mobile Payment,Pokhara,2024-07-15 17:00:00,Cloudy,Light,Jazz,Sarah,Political Rally
TX04723,Member,Meat & Seafood,Chicken Breast,4.0,1580.43,6321.72,Debit Card,Kathmandu,2024-07-15 18:00:00,Sunny,Light,Rock,Sarah,Festival
TX04724,Guest,Sports & Fitness,Yoga Mat,3.0,1710.01,5130.03,Debit Card,Bhairahawa,2024-07-15 19:00:00,Snowy,,,Michael,Concert
TX04725,Guest,Sports & Fitness,Yoga Mat,1.0,1477.25,1477.25,,Chitwan,2024-07-15 20:00:00,Cloudy,Light,Classical,David,Concert
TX04726,Regular,,Air Freshener,2.0,1029.6,2059.2,Debit Card,Biratnagar,2024-07-15 21:00:00,,Light,No Music,Emily,
TX04727,Regular,,Cheese,4.0,1811.41,7245.64,Debit Card,Chitwan,2024-07-15 22:00:00,,Heavy,Pop,Michael,Political Rally
TX04728,Regular,Dairy Products,Cream,4.0,984.62,3938.48,,Pokhara,2024-07-15 23:00:00,Sunny,Heavy,,Michael,Concert
TX04729,Member,Fresh Produce,Garlic,4.0,,1626.12,Debit Card,Pokhara,2024-07-16 00:00:00,Snowy,Heavy,Jazz,John,Concert
TX04730,Member,Frozen Foods,Fish Sticks,5.0,1251.99,6259.95,Debit Card,Biratnagar,2024-07-16 01:00:00,Snowy,Moderate,Rock,Sarah,Political Rally
TX04731,Guest,Frozen Foods,Frozen Vegetables,2.0,1302.83,2605.66,,Kathmandu,2024-07-16 02:00:00,Rainy,Moderate,Classical,Emily,Festival
TX04732,Member,Stationery,Highlighter,1.0,1752.59,1752.59,Credit Card,Kathmandu,2024-07-16 03:00:00,Snowy,Light,Classical,Michael,Sports Event
TX04733,Member,Bakery,Cake,1.0,929.66,929.66,Credit Card,Bhairahawa,2024-07-16 04:00:00,Cloudy,Heavy,Jazz,Sarah,Sports Event
TX04734,Guest,Electronics,Camera,2.0,752.38,1504.76,Credit Card,,2024-07-16 05:00:00,Cloudy,Heavy,Jazz,John,Political Rally
TX04735,Guest,Personal Care,Toothbrush,2.0,644.97,1289.94,Cash,Chitwan,2024-07-16 06:00:00,Windy,Moderate,No Music,Emily,Political Rally
TX04736,Guest,Sports & Fitness,Basketball,1.0,458.09,458.09,Mobile Payment,Chitwan,2024-07-16 07:00:00,Sunny,Moderate,Rock,John,Political Rally
TX04737,Guest,Fresh Produce,Tomato,3.0,234.67,704.01,Debit Card,Biratnagar,2024-07-16 08:00:00,Sunny,Moderate,No Music,Sarah,Sports Event
TX04738,Regular,Electronics,Camera,1.0,1708.42,1708.42,Debit Card,,2024-07-16 09:00:00,Snowy,Light,Rock,Emily,Festival
TX04739,Regular,Toys & Games,Board Game,5.0,error,N/A,Debit Card,Biratnagar,2024-07-16 10:00:00,Windy,Heavy,No Music,John,Festival
TX04740,,,Highlighter,4.0,1388.03,5552.12,Cash,Bhairahawa,2024-07-16 11:00:00,,Light,Rock,David,Political Rally
TX04741,Regular,Personal Care,Toothbrush,1.0,,1108.97,,Bhairahawa,2024-07-16 12:00:00,Snowy,Light,No Music,Emily,Political Rally
TX04742,Member,Dairy Products,Milk,2.0,678.55,1357.1,Cash,Biratnagar,2024-07-16 13:00:00,Snowy,Heavy,Rock,John,Concert
TX04743,,Beverages,Wine,3.0,579.79,1739.37,Debit Card,Pokhara,2024-07-16 14:00:00,Sunny,Light,Jazz,John,Concert
TX04744,Regular,Fresh Produce,Cabbage,3.0,1365.51,4096.53,Cash,Pokhara,2024-07-16 15:00:00,Rainy,Heavy,Classical,David,Festival
TX04745,Regular,Electronics,Headphones,5.0,1799.58,8997.9,Mobile Payment,Bhairahawa,2024-07-16 16:00:00,Rainy,Heavy,Classical,Sarah,Concert
TX04746,Member,Electronics,Laptop,1.0,1533.16,1533.16,Cash,Chitwan,2024-07-16 17:00:00,Sunny,Moderate,No Music,Sarah,Festival
TX04747,Member,,Jeans,1.0,446.66,446.66,Mobile Payment,Pokhara,2024-07-16 18:00:00,,Moderate,Jazz,John,None
TX04748,Guest,Grocery,Sugar,5.0,1183.61,5918.049999999999,Credit Card,Kathmandu,2024-07-16 19:00:00,Sunny,Moderate,No Music,Sarah,Political Rally
